sorgente,domanda,corretta,errata_1,errata_2,errata_3
../SviluppoCooperazioneInternazionale/iscriversi-al-corso/bando-sposi-svic-2022-2023.pdf/@@download/file/Bando_TOLC_SPOSI%20SVIC%202024-2025.pdf.txt,"Per la prima selezione, quali TOLC -E sono validi per l'ammissione?",A. I TOLC -E svolti tra il 1° gennaio 2023 e il 29 aprile 2024 compresi,B. I TOLC -E svolti tra il 1° gennaio 2023 e il 12 luglio 2024 compresi,C. I TOLC -E svolti tra il 1° gennaio 2023 e il 18 settembre 2024 compresi,D. I TOLC -E svolti tra il 1° gennaio 2024 e il 29 aprile 2024 compresi
../SviluppoCooperazioneInternazionale/iscriversi-al-corso/bando-sposi-svic-2022-2023.pdf/@@download/file/Bando_TOLC_SPOSI%20SVIC%202024-2025.pdf.txt,Per quali studenti è possibile richiedere un tempo aggiuntivo del 50% per la prova TOLC?,A. Studenti con invalidità civile e/o handicap ai sensi della L. 104/1992,B. Studenti con DSA e altri disturbi evolutivi specifici,C. Studenti con diagnosi di DSA rilasciata da un centro privato accreditato dalla propria Regione,D. Studenti con diagnosi di DSA rilasciata da uno specialista privato accompagnata da un documento di conformità rilasciato dal Servizio Sanitario Nazionale
../SviluppoCooperazioneInternazionale/iscriversi-al-corso/bando-sposi-svic-2022-2023.pdf/@@download/file/Bando_TOLC_SPOSI%20SVIC%202024-2025.pdf.txt,"Secondo il testo, qual è il termine ultimo per la candidatura alla prima selezione?","A. 30 aprile 2024, ore 13.00","B. 4 marzo 2024, ore 13.00","C. 30 aprile 2023, ore 13.00","D. 4 maggio 2024, ore 13.00"
../SviluppoCooperazioneInternazionale/iscriversi-al-corso/bando-sposi-svic-2022-2023.pdf/@@download/file/Bando_TOLC_SPOSI%20SVIC%202024-2025.pdf.txt,Quando è possibile candidarsi per la seconda selezione per l'ammissione ai corsi di laurea?,"A. Dal 2 maggio 2024 al 15 luglio 2024, ore 13:00","B. Dal 4 marzo 2024 al 30 aprile 2024, ore 13:00","C. Dal 10 settembre 2024 al 19 settembre 2024, ore 13:00","D. Dal 2 maggio 2023 al 15 luglio 2023, ore 13:00"
../SviluppoCooperazioneInternazionale/iscriversi-al-corso/bando-sposi-svic-2022-2023.pdf/@@download/file/Bando_TOLC_SPOSI%20SVIC%202024-2025.pdf.txt,Qual è la data limite per il conseguimento del titolo di studio per i candidati che non lo hanno ancora ottenuto al momento della candidatura?,A. 30 dicembre 2024,B. 31 dicembre 2023,C. 11 luglio 2024,D. 8 luglio 2024
../SviluppoCooperazioneInternazionale/iscriversi-al-corso/bando-sposi-svic-2022-2023.pdf/@@download/file/Bando_TOLC_SPOSI%20SVIC%202024-2025.pdf.txt,Qual è la data limite per la presentazione di un certificato di conoscenza della lingua italiana per i cittadini non UE residenti all'estero che partecipano alla prima selezione?,A. 22/04/2024,B. 08/07/2024,C. 11/07/2024,D. 15/07/2024
../SviluppoCooperazioneInternazionale/iscriversi-al-corso/bando-sposi-svic-2022-2023.pdf/@@download/file/Bando_TOLC_SPOSI%20SVIC%202024-2025.pdf.txt,"Qual è il punteggio minimo TOLC-E, pesato secondo i criteri descritti, richiesto per accedere alla seconda selezione?",A. 6/36,B. 5/36,C. 7/36,D. 8/36
../SviluppoCooperazioneInternazionale/iscriversi-al-corso/bando-sposi-svic-2022-2023.pdf/@@download/file/Bando_TOLC_SPOSI%20SVIC%202024-2025.pdf.txt,"In caso di parità di punteggio nella graduatoria per un corso di studi, quale criterio viene utilizzato per stabilire l'ordine di merito?","A. L'età anagrafica, con la persona più giovane che precede.",B. Il punteggio ottenuto nella sezione di comprensione del testo del TOLC-E.,C. La data di presentazione della domanda di ammissione.,D. L'ordine alfabetico del cognome.
../SviluppoCooperazioneInternazionale/iscriversi-al-corso/bando-sposi-svic-2022-2023.pdf/@@download/file/Bando_TOLC_SPOSI%20SVIC%202024-2025.pdf.txt,Secondo il bando,"A. Al corso di riserva, seguendo le modalità e le scadenze indicate nella Sezione 4.7, e dichiarare il proprio interesse a spostarsi nel corso di maggior interesse.","B.  Al corso di maggior interesse, dichiarando il proprio interesse al recupero del posto nel corso di riserva.","C.  Al corso di riserva o al corso di maggior interesse, senza dover dichiarare alcun interesse.","D.  Solo al corso di maggior interesse, se ci sono posti disponibili."
../SviluppoCooperazioneInternazionale/iscriversi-al-corso/bando-sposi-svic-2022-2023.pdf/@@download/file/Bando_TOLC_SPOSI%20SVIC%202024-2025.pdf.txt,"In quale delle seguenti situazioni un candidato risulta ""Idoneo"" alla selezione?",A. Ha ottenuto un punteggio di almeno 6/36 ma non rientra nei posti disponibili.,B. Ha ottenuto un punteggio inferiore a 6/36 ma ha scelto un solo corso di studi.,C. Ha ottenuto un punteggio di almeno 6/36 e rientra nei posti disponibili per il corso di maggior interesse.,D. Ha ottenuto un punteggio di almeno 6/36 e rientra nei posti disponibili per il corso di riserva.
../SviluppoCooperazioneInternazionale/iscriversi-al-corso/bando-sposi-svic-2022-2023.pdf/@@download/file/Bando_TOLC_SPOSI%20SVIC%202024-2025.pdf.txt,"Secondo il testo, cosa succede a un candidato che risulta “Vincitore” in una graduatoria per un corso di studio di riserva?","A. Può immatricolarsi al corso di riserva e, se lo desidera, dichiarare il proprio interesse allo spostamento nel corso di maggior interesse.","B. Sarà automaticamente immatricolato al corso di maggior interesse, anche se non ha scelto di dichiarare l'interesse allo spostamento.",C. Non può immatricolarsi al corso di riserva e dovrà attendere il recupero per il corso di maggior interesse.,D. Sarà escluso dalla selezione straordinaria e non potrà immatricolarsi a nessun corso.
../SviluppoCooperazioneInternazionale/iscriversi-al-corso/bando-sposi-svic-2022-2023.pdf/@@download/file/Bando_TOLC_SPOSI%20SVIC%202024-2025.pdf.txt,Quando è possibile dichiarare l'interesse al recupero per la seconda selezione?,A. Dal 25 luglio 2024 al 30 luglio 2024,B. Dal 16 maggio 2024 al 23 maggio 2024,C. Dal 2 ottobre 2024 al 7 ottobre 2024,D. Dal 1 agosto 2024 al 26 agosto 2024
../SviluppoCooperazioneInternazionale/iscriversi-al-corso/bando-sposi-svic-2022-2023.pdf/@@download/file/Bando_TOLC_SPOSI%20SVIC%202024-2025.pdf.txt,Quando è possibile dichiarare l'interesse allo spostamento per la seconda selezione?,A. Dal 25 luglio 2024 al 30 luglio 2024,B. Dal 16 maggio 2024 al 23 maggio 2024,C. Dal 2 ottobre 2024 al 7 ottobre 2024,D. Dal 25 giugno 2024 al 30 giugno 2024
../SviluppoCooperazioneInternazionale/iscriversi-al-corso/bando-sposi-svic-2022-2023.pdf/@@download/file/Bando_TOLC_SPOSI%20SVIC%202024-2025.pdf.txt,Qual è la data limite per l'attivazione della carriera universitaria per gli studenti che hanno ottenuto un posto a seguito della procedura di recupero nella seconda selezione?,A. 26 agosto 2024,B. 30 maggio 2024,C. 15 ottobre 2024,D. 7 ottobre 2024
../SviluppoCooperazioneInternazionale/iscriversi-al-corso/bando-sposi-svic-2022-2023.pdf/@@download/file/Bando_TOLC_SPOSI%20SVIC%202024-2025.pdf.txt,"Entro quale data è necessario attivare la carriera universitaria dopo l'immatricolazione, pena l'annullamento dell'immatricolazione stessa?",A. 28 febbraio 2025,B. 30 maggio 2024,C. 15 ottobre 2024,D. 27 maggio 2024
../SviluppoCooperazioneInternazionale/iscriversi-al-corso/bando-sposi-svic-2022-2023.pdf/@@download/file/Bando_TOLC_SPOSI%20SVIC%202024-2025.pdf.txt,"Secondo il testo, entro quale data un studente deve richiedere il riconoscimento di precedenti carriere universitarie concluse?",A. 28 novembre 2024,B. 28 novembre 2023,C. 28 dicembre 2024,D. 28 febbraio 2025
../SviluppoCooperazioneInternazionale/iscriversi-al-corso/bando-sposi-svic-2022-2023.pdf/@@download/file/Bando_TOLC_SPOSI%20SVIC%202024-2025.pdf.txt,"Per ottenere le agevolazioni sulla contribuzione studentesca in funzione dell'ISEE, qual è il periodo temporale entro cui devono essere stati acquisiti i CFU riconosciuti?",B. 11/08/2023 – 10/08/2024,A. 16/05/2024 – 23/05/2024,C. 25/07/2024 – 26/08/2024,D. 01/08/2024 – 26/08/2024
../SviluppoCooperazioneInternazionale/iscriversi-al-corso/bando-sposi-svic-2022-2023.pdf/@@download/file/Bando_TOLC_SPOSI%20SVIC%202024-2025.pdf.txt,In quale periodo è possibile richiedere il passaggio di corso per la selezione straordinaria?,A. Dal 2 ottobre 2024 al 7 ottobre 2024,B. Dal 25 luglio 2024 al 30 luglio 2024,C. Dal 1° agosto 2024 al 26 agosto 2024,D. Dal 9 ottobre 2023 al 15 ottobre 2023
../SviluppoCooperazioneInternazionale/iscriversi-al-corso/bando-sposi-svic-2022-2023.pdf/@@download/file/Bando_TOLC_SPOSI%20SVIC%202024-2025.pdf.txt,Per quali periodi di tempo sono considerati validi i CFU per ottenere agevolazioni sulla contribuzione studentesca?,A. Dal 1° agosto 2023 al 10 agosto 2024,B. Dal 1° settembre 2023 al 10 settembre 2024,C. Dal 1° agosto 2022 al 10 agosto 2023,D. Dal 1° gennaio 2024 al 31 dicembre 2024
../SviluppoCooperazioneInternazionale/iscriversi-al-corso/bando-sposi-svic-2022-2023.pdf/@@download/file/Bando_TOLC_SPOSI%20SVIC%202024-2025.pdf.txt,"In base al testo, entro quale data è possibile presentare domanda di trasferimento in uscita dall'ateneo di provenienza?",A. Dopo l'immatricolazione,B. Prima dell'immatricolazione,C. Entro il 30 maggio 2024,D. Entro il 15 ottobre 2024
../SviluppoCooperazioneInternazionale/iscriversi-al-corso/bando-sposi-svic-2022-2023.pdf/@@download/file/Bando_TOLC_SPOSI%20SVIC%202024-2025.pdf.txt,In che anno è possibile sostenere il TOLC a distanza (“TOLC@CASA”) per candidarsi al contingente “cittadini non -UE residenti all’estero”?,A. 2024,B. 2023,C. 2022,D. 2025
../SviluppoCooperazioneInternazionale/iscriversi-al-corso/bando-sposi-svic-2022-2023.pdf/@@download/file/Bando_TOLC_SPOSI%20SVIC%202024-2025.pdf.txt,Qual è l'importo della parte fissa della contribuzione studentesca per l'iscrizione a un corso di studi all'Università di Bologna?,"A. 157,04 €","B. 147,04 €","C. 167,04 €",D. Il costo è variabile in base al corso di studi.
../SviluppoCooperazioneInternazionale/iscriversi-al-corso/bando-sposi-svic-2022-2023.pdf/@@download/file/Bando_TOLC_SPOSI%20SVIC%202024-2025.pdf.txt,"Secondo il testo, qual è il criterio determinante per il numero minimo di CFU richiesti per accedere ai benefici ER.GO?","A. L'anno di prima immatricolazione all'università, anche se avvenuta presso un altro Ateneo.",B. L'anno di corso a cui viene ammesso lo studente dopo il riconoscimento dei CFU.,"C. Il numero totale di CFU acquisiti in tutta la carriera universitaria, indipendentemente dall'Ateneo.",D. Il numero di CFU riconosciuti specificamente sul corso di studi a cui lo studente si iscrive.
../SviluppoCooperazioneInternazionale/iscriversi-al-corso/bando-sposi-svic-2022-2023.pdf/@@download/file/Bando_TOLC_SPOSI%20SVIC%202024-2025.pdf.txt,In quale delle seguenti date l'Ufficio Contribuzioni Studentesche di Bologna sarà chiuso?,A. venerdì 29 marzo 2024,B. lunedì 12 agosto 2024,C. venerdì 4 ottobre 2023,D. venerdì 26 aprile 2023
../SviluppoCooperazioneInternazionale/iscriversi-al-corso/@@download/bando/Bando_TOLC_SPOSI%20SVIC%202024-2025.pdf.txt,"Secondo il bando, qual è la modalità di pagamento prevista per l'iscrizione al TOLC?",A. Seguendo le modalità indicate sulla piattaforma PagoPA tramite Studenti Online,B. Tramite bonifico bancario all'IBAN indicato nel bando,C. Attraverso il sito web dell'Università di Bologna con carta di credito,D.  Il pagamento del TOLC è gratuito per tutti i candidati
../SviluppoCooperazioneInternazionale/iscriversi-al-corso/@@download/bando/Bando_TOLC_SPOSI%20SVIC%202024-2025.pdf.txt,Qual è la data limite per la candidatura alla seconda selezione del TOLC-E?,A. 15 luglio 2024,B. 29 aprile 2024,C. 6 maggio 2024,D. 23 maggio 2024
../SviluppoCooperazioneInternazionale/iscriversi-al-corso/@@download/bando/Bando_TOLC_SPOSI%20SVIC%202024-2025.pdf.txt,"Quando è possibile presentare domanda per l'immatricolazione, anche in caso di trasferimento o passaggio di corso, durante la selezione ordinaria?",A. Dal 25 luglio 2024 al 30 luglio 2024 compreso,B. Dal 1° agosto 2024 al 26 agosto 2024 compreso,C. Dal 1° gennaio 2023 al 12 luglio 2024 compreso,D. Dal 10 settembre 2024 al 19 settembre 2024 compreso
../SviluppoCooperazioneInternazionale/iscriversi-al-corso/@@download/bando/Bando_TOLC_SPOSI%20SVIC%202024-2025.pdf.txt,"Secondo il bando, in quale periodo è possibile immatricolarsi a un corso di laurea, anche in caso di trasferimento o passaggio di corso, per i candidati che hanno necessità di recuperare o spostare il proprio posto?",A. Dal 2 ottobre 2024 al 7 ottobre 2024 compresi,B. Dal 9 ottobre 2024 al 15 ottobre 2024 compresi,C. Dal 26 settembre 2024 al 2 ottobre 2024 compresi,D. Dal 9 ottobre 2024 al 2 ottobre 2024 compresi
../SviluppoCooperazioneInternazionale/iscriversi-al-corso/@@download/bando/Bando_TOLC_SPOSI%20SVIC%202024-2025.pdf.txt,"Secondo il bando, entro quale data un studente con un diploma sperimentale in 4 anni deve aver conseguito il diploma di scuola secondaria superiore?",A. 30 dicembre 2024,B. 31 marzo 2026,C. 30 dicembre 2026,D. 31 marzo 2024
../SviluppoCooperazioneInternazionale/iscriversi-al-corso/@@download/bando/Bando_TOLC_SPOSI%20SVIC%202024-2025.pdf.txt,"Secondo il bando, in quale situazione è possibile iscriversi contemporaneamente a due corsi di studi presso l'Università di Bologna?","A. Se già iscritto ad un corso universitario (Università di Bologna o altro Ateneo) e non si intende rinunciare, trasferirsi o effettuare un passaggio di corso.",B. Se si è già immatricolati ad un corso di questo bando e si desidera iscriversi successivamente ad un altro corso.,C. Se si rinuncia agli studi per il corso attuale e si procede con una nuova immatricolazione.,"D. Se entrambi i corsi sono dell'Università di Bologna, si effettua un passaggio di corso (Sezione 4.8)."
../SviluppoCooperazioneInternazionale/iscriversi-al-corso/@@download/bando/Bando_TOLC_SPOSI%20SVIC%202024-2025.pdf.txt,"Per la prima selezione, quali TOLC -E sono validi per l'ammissione?",A.  I TOLC -E svolti tra il 1° gennaio 2023 e il 29 aprile 2024 compresi,B. I TOLC -E svolti tra il 1° gennaio 2023 e il 12 luglio 2024 compresi,C. I TOLC -E svolti tra il 1° gennaio 2023 e il 18 settembre 2024 compresi,D. I TOLC -E svolti tra il 1° gennaio 2024 e il 29 aprile 2024 compresi
../SviluppoCooperazioneInternazionale/iscriversi-al-corso/@@download/bando/Bando_TOLC_SPOSI%20SVIC%202024-2025.pdf.txt,Per quali studenti è possibile richiedere un tempo aggiuntivo del 50% durante la prova TOLC -E?,A. Studenti con invalidità civile e/o handicap ai sensi della L. 104/1992,B. Studenti con DSA e altri disturbi evolutivi specifici,C. Studenti con diagnosi di DSA rilasciata da un centro privato accreditato dalla propria Regione,D. Studenti che hanno compiuto 18 anni e presentano una diagnosi di DSA
../SviluppoCooperazioneInternazionale/iscriversi-al-corso/@@download/bando/Bando_TOLC_SPOSI%20SVIC%202024-2025.pdf.txt,"Secondo il testo, qual è il termine ultimo per la candidatura alla prima selezione per l'ammissione ai corsi?","A. 30 aprile 2024, ore 13:00","B. 4 marzo 2024, ore 13:00","C. 30 aprile 2023, ore 13:00","D. 4 maggio 2024, ore 13:00"
../SviluppoCooperazioneInternazionale/iscriversi-al-corso/@@download/bando/Bando_TOLC_SPOSI%20SVIC%202024-2025.pdf.txt,Quando è possibile candidarsi per la seconda selezione per l'ammissione ai corsi di laurea?,"A. Dal 2 maggio 2024 al 15 luglio 2024, ore 13:00","B. Dal 4 marzo 2024 al 30 aprile 2024, ore 13:00","C. Dal 10 settembre 2024 al 19 settembre 2024, ore 13:00","D. Dal 2 maggio 2023 al 15 luglio 2023, ore 13:00"
../SviluppoCooperazioneInternazionale/iscriversi-al-corso/@@download/bando/Bando_TOLC_SPOSI%20SVIC%202024-2025.pdf.txt,"Qual è la data limite per il conseguimento del titolo di studio, se non è ancora stato conseguito al momento della candidatura?",A. 30 dicembre 2024,B. 31 dicembre 2023,C. 11 luglio 2024,D. 8 luglio 2024
../SviluppoCooperazioneInternazionale/iscriversi-al-corso/@@download/bando/Bando_TOLC_SPOSI%20SVIC%202024-2025.pdf.txt,"Qual è la data limite per presentare un certificato di conoscenza della lingua italiana per la seconda selezione, se si è un cittadino non UE residente all'estero?",A. 08/07/2024,B. 22/04/2024,C. 11/07/2024,D. 15/07/2024
../SviluppoCooperazioneInternazionale/iscriversi-al-corso/@@download/bando/Bando_TOLC_SPOSI%20SVIC%202024-2025.pdf.txt,"Qual è il punteggio minimo TOLC-E, pesato secondo i criteri descritti, richiesto per la seconda selezione?",A. 6/36,B. 5/36,C. 7/36,D. 8/36
../SviluppoCooperazioneInternazionale/iscriversi-al-corso/@@download/bando/Bando_TOLC_SPOSI%20SVIC%202024-2025.pdf.txt,"In caso di parità di punteggio nella graduatoria per un corso di studi, quale criterio viene utilizzato per stabilire la precedenza?","A. L'età anagrafica, con la persona più giovane che ha la precedenza.",B. Il punteggio ottenuto nella sezione di comprensione del testo del TOLC-E.,C. La data di presentazione della domanda di ammissione.,D. L'ordine di arrivo dei candidati nella graduatoria generale.
../SviluppoCooperazioneInternazionale/iscriversi-al-corso/@@download/bando/Bando_TOLC_SPOSI%20SVIC%202024-2025.pdf.txt,"Secondo il bando, in quale data verrà pubblicata la graduatoria per la selezione straordinaria?",A. 2 ottobre 2024,B. 16 maggio 2024,C. 25 luglio 2024,D. 31 agosto 2024
../SviluppoCooperazioneInternazionale/iscriversi-al-corso/@@download/bando/Bando_TOLC_SPOSI%20SVIC%202024-2025.pdf.txt,"In quale delle seguenti situazioni un candidato otterrebbe la dicitura ""Idoneo"" nella graduatoria?",A.  Ha ottenuto un punteggio di almeno 6/36 ma non rientra nei posti disponibili.,B. Ha ottenuto un punteggio inferiore a 6/36 ma ha scelto un solo corso di studi.,C. Ha ottenuto un punteggio di almeno 6/36 e rientra nei posti disponibili per il corso di maggior interesse.,D. Ha ottenuto un punteggio di almeno 6/36 e rientra nei posti disponibili per il corso di riserva.
../SviluppoCooperazioneInternazionale/iscriversi-al-corso/@@download/bando/Bando_TOLC_SPOSI%20SVIC%202024-2025.pdf.txt,"Secondo il testo, cosa succede se un candidato risulta “Vincitore” in una graduatoria per un corso di riserva ma non si immatricola a quel corso?",A. Può immatricolarsi al corso di riserva e dichiarare il proprio interesse allo spostamento nel corso di maggior interesse.,B. Sarà automaticamente trasferito al corso di maggior interesse.,C. Non potrà più immatricolarsi a nessun corso.,D.  Sarà escluso dalla selezione straordinaria.
